protocol, n, time, data sent, data received
0, 50, 0.0, 0.0, 0.0
0, 100, 0.0, 0.0, 0.0
0, 250, 0.0, 0.0, 0.0
0, 500, 0.0, 0.0, 0.0
0, 750, 0.0, 0.0, 0.0
0, 1000, 0.0, 0.0, 0.0
0, 2000, 0.1, 0.0, 0.0
0, 4000, 0.1, 0.0, 0.0
0, 8000, 0.4, 0.1, 0.1
0, 16000, 1.0, 0.1, 0.1
0, 32000, 2.1, 0.3, 0.3
0, 64000, 4.0, 0.5, 0.5
0, 100000, 7.0, 1.0, 1.0
